dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
CIFAR,2,pure_logits,greedy_5_baseline,5,4,0.46224766969680786,,,,0.018082141876220703,0.0,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.45337212085723877,0.7959183673469388,,,0.018082141876220703,0.028412580490112305,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.45978620648384094,0.8683881715951687,1.0,1,0.018082141876220703,4.521759271621704,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,2,pure_logits,greedy_5_post_calib,5,4,0.43532177805900574,1.0121782590587256,0.2432319866722199,1,0.018082141876220703,9.621597528457642,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,3,pure_logits,greedy_5_baseline,5,5,0.4744132161140442,,,,0.014255285263061523,0.0,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4625801742076874,0.7959183673469388,,,0.014255285263061523,0.02191758155822754,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.47224584221839905,0.854493960849646,1.0,1,0.014255285263061523,4.0987138748168945,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,3,pure_logits,greedy_5_post_calib,5,5,0.4424954950809479,1.0583090379008746,0.0,1,0.014255285263061523,9.075127363204956,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,4,pure_logits,greedy_5_baseline,5,5,0.4572122395038605,,,,1.7329528331756592,0.0,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4452548921108246,0.7959183673469388,,,1.7329528331756592,1.9333195686340332,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.45450660586357117,0.8614410662224073,1.0,1,1.7329528331756592,5.507111310958862,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,4,pure_logits,greedy_5_post_calib,5,5,0.4249272346496582,1.0583090379008746,0.0,1,1.7329528331756592,11.767098903656006,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,5,pure_logits,greedy_5_baseline,5,5,0.46309101581573486,,,,0.013791561126708984,0.0,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.45287007093429565,0.8510204081632653,,,0.013791561126708984,0.021891355514526367,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4617373049259186,0.9337609329446064,1.0,1,0.013791561126708984,4.455533504486084,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,5,pure_logits,greedy_5_post_calib,5,5,0.4245449900627136,1.1311286963765097,0.0,1,0.013791561126708984,9.555095672607422,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,6,pure_logits,greedy_5_baseline,5,5,0.46051928400993347,,,,0.014120817184448242,0.0,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4535734951496124,0.7959183673469388,,,0.014120817184448242,0.02277374267578125,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,6,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4595918655395508,0.8876301541024573,1.0,1,0.014120817184448242,4.156012058258057,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,6,pure_logits,greedy_5_post_calib,5,5,0.4305661618709564,1.075801749271137,0.0,1,0.014120817184448242,11.192179918289185,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,7,pure_logits,greedy_5_baseline,5,4,0.4663928151130676,,,,0.7318694591522217,0.0,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,7,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4609658718109131,0.8510204081632653,,,0.7318694591522217,0.022035598754882812,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.465480238199234,0.9246147438567264,1.0,1,0.7318694591522217,4.6917643547058105,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,7,pure_logits,greedy_5_post_calib,5,4,0.44297611713409424,1.075801749271137,0.24489795918367346,1,0.7318694591522217,10.55334186553955,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,8,pure_logits,greedy_5_baseline,5,4,0.47342875599861145,,,,1.778339147567749,0.0,cnn_experiments_data/arrays/cifar_8_pure_logits_greedy_5_baseline_2025-11-30.npz
