dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,aurac,aorac
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-25.npz,0.9238375424651475,0.07616245753485251
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,21,18,0.4578535556793213,1.352436484798001,3.598500624739692,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-25.npz,0.9254803906981698,0.07451960930183021
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,27,22,0.4573648571968078,1.2518783840066638,3.861724281549355,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-25.npz,0.925190960575773,0.07480903942422701
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-25.npz,0.9096469903512447,0.09035300964875526
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,23,0.4770248830318451,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-25.npz,0.9158784078673936,0.0841215921326064
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,23,0.4765161573886871,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-25.npz,0.9160306854239558,0.08396931457604417
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5042905211448669,1.126530612244898,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9098414561450724,0.09015854385492761
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.4908716082572937,1.3848729695960018,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz,0.9134418620451112,0.08655813795488876
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,23,0.4723294973373413,1.2619741774260724,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-25.npz,0.9200345339936744,0.07996546600632559
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,14,14,0.4696155786514282,1.7397251145356103,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-25.npz,0.9241054227353573,0.07589457726464266
