dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc,aurac,aorac
stanfordnlp/sst2,4,convex_comb,greedy_50_calib_every_step,13,13,0.1282705962657928,1.8202915451895043,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_50_calib_every_step_2025-04-24.npz,0.9161955236998243,1.183648849294729,0.9893841664599873,0.9830359953367072,0.016964004663292842
stanfordnlp/sst2,4,pure_logits,greedy_unique_5_baseline,5,5,0.1454085558652877,,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_unique_5_baseline_2025-04-24.npz,0.9788747077456621,1.2204899777282852,0.9865553129589325,0.9805678539197138,0.019432146080286206
stanfordnlp/sst2,4,pure_logits,greedy_50_baseline,50,25,0.1255085915327072,,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_50_baseline_2025-04-24.npz,0.9280930013497567,1.1701002227171493,0.9893303485588644,0.9831426948177576,0.016857305182242377
stanfordnlp/sst2,4,pure_logits,greedy_50_temp_baseline,50,25,0.1256994158029556,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_50_temp_baseline_2025-04-24.npz,0.9280930013497567,1.1743689680772087,0.989330365975661,0.9831426948177576,0.016857305182242377
stanfordnlp/sst2,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1435240507125854,1.236734693877551,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9579239491627013,1.2229955456570156,0.9865553303757288,0.9805678539197138,0.019432146080286206
stanfordnlp/sst2,4,pure_logits,greedy_unique_5_post_calib,5,5,0.1366551220417022,1.6707038733860893,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_unique_5_post_calib_2025-04-24.npz,0.9579239491627013,1.1934855233853006,0.9883713100774978,0.9822913850661973,0.017708614933802713
stanfordnlp/sst2,4,pure_logits,greedy_50_post_calib,50,25,0.1246960908174514,1.5611495210329032,0.6997084548104957,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_50_post_calib_2025-04-24.npz,0.9383014287164605,1.1688938381588716,0.9899747177782299,0.983787870435936,0.016212129564064037
stanfordnlp/sst2,4,pure_logits,greedy_50_calib_once,6,6,0.1293809413909912,1.9450895460224904,4.674718867138692,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_50_calib_once_2025-04-24.npz,0.9383014287164605,1.1801224944320712,0.9888078272476724,0.9825326199374308,0.017467380062569204
stanfordnlp/sst2,4,pure_logits,greedy_50_calib_every_step,6,6,0.1293809413909912,1.9450895460224904,4.674718867138692,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_pure_logits_greedy_50_calib_every_step_2025-04-24.npz,0.9383014287164605,1.1801224944320712,0.9888078272476724,0.9825326199374308,0.017467380062569204
SetFit/mnli,0,convex_comb,greedy_unique_5_baseline,5,5,0.4036952257156372,,,,llm_experiments_data/arrays/setfit_mnli_0_convex_comb_greedy_unique_5_baseline_2025-04-24.npz,0.9901752286196761,2.2958477233300973,0.9545495993589316,0.9414080768726736,0.05859192312732642
