dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,23,0.4770248830318451,,,,0.0948724746704101,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-09-23.npz,0.9690227498992263,2.199773627617431,0.9369353206473603,0.9158784078673936,0.0841215921326064
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,23,0.4765161573886871,1.0714285714285714,,,0.0948724746704101,0.0102887153625488,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.9638973636691187,2.229202037351443,0.9369683244756878,0.9160306854239558,0.08396931457604417
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5042905211448669,1.126530612244898,,,0.0948724746704101,0.0094611644744873,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.9771939142407526,2.248443689869836,0.9347352591141966,0.9098414561450724,0.09015854385492761
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,23,0.4692703485488891,1.6290712203248647,0.0,1.0,0.0948724746704101,8.284047603607178,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.9428485727976632,2.006508205998868,0.9415602411568985,0.9259691366591923,0.07403086334080766
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4752934277057647,1.573744273219492,0.0,1.0,0.0948724746704101,17.512184381484985,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.9428485727976632,2.0407470288624787,0.9399267434941104,0.9221501480933829,0.07784985190661708
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_post_calib,5,5,0.4754492342472076,1.5481549354435653,0.2448979591836734,1.0,0.0948724746704101,3.732641696929932,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.9428485727976632,2.0336728919071874,0.9397133926185394,0.9215550469616146,0.07844495303838539
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1.0,0.0948724746704101,49.96438455581665,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.9509621946209896,2.0534804753820035,0.9407784341816701,0.9237147752504838,0.07628522474951616
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_baseline,5,5,0.4976391792297363,,,,0.0964767932891845,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_baseline_2025-09-23.npz,0.9804316278758956,2.43350311262026,0.9314046892508365,0.9087807909804045,0.09121920901959546
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,23,0.4738423824310303,,,,0.0964767932891845,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-09-23.npz,0.9753793916128501,2.32088285229202,0.936693719732232,0.9137641726061754,0.08623582739382463
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,23,0.4736723005771637,1.0163265306122449,,,0.0964767932891845,0.0114471912384033,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.9734204999598582,2.309564233163554,0.9367032704706872,0.9137904835651531,0.08620951643484687
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4971521198749542,1.0714285714285714,,,0.0964767932891845,0.0118372440338134,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.9753793916128501,2.437181663837012,0.9314293347966417,0.9087833927053246,0.0912166072946754
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,23,0.4690310955047607,1.6555601832569764,0.0,1.0,0.0964767932891845,16.75113081932068,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.9428485727976632,2.0407470288624787,0.9411109709033832,0.9255276048290312,0.07447239517096882
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4765774309635162,1.535360266555602,0.0,1.0,0.0964767932891845,1.7006855010986328,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.9509621946209896,2.128466327108093,0.9387591359937408,0.921750110676686,0.078249889323314
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_post_calib,5,5,0.4765148460865021,1.53076218242399,0.163265306122449,1.0,0.0964767932891845,4.0783984661102295,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.9509621946209896,2.1338426711941145,0.9386861000449396,0.9215001907713816,0.07849980922861843
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_post_calib,50,23,0.4665455818176269,1.4511953352769682,0.599750104123282,1.0,0.0964767932891845,22.82037377357483,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.9509621946209896,2.058573853989813,0.9403062099207077,0.9230100863295325,0.07698991367046748
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_5_baseline,5,5,0.5257154107093811,,,,0.0988638401031494,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_5_baseline_2025-09-23.npz,0.9908993078017677,2.1661007357102435,0.932248968947022,0.9151641717787296,0.08483582822127045
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_50_baseline,50,21,0.4848136305809021,,,,0.0988638401031494,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_50_baseline_2025-09-23.npz,0.9734204999598582,2.2439162422184493,0.934640193481001,0.9130203474338409,0.08697965256615914
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_50_temp_pool_then_calibrate,50,21,0.4842931032180786,1.0163265306122449,,,0.0988638401031494,0.0123233795166015,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.9713057528362042,2.233446519524618,0.9346420326298266,0.9129872550448366,0.08701274495516342
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4929020404815674,1.4020408163265308,,,0.0988638401031494,0.0083847045898437,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.9665581041966967,2.1774193548387095,0.9322445213273028,0.9149139219331893,0.08508607806681068
